TradeDate,Node,HE,DA_LMP,DA_MCC,DA_MLC,RT_LMP,Region,Planned,Actual,Outage
1/1/2014,ALTE.ALTE,1,28.58,-3.04,-0.18,23.52,North,17885,17940,2240
1/1/2014,ALTE.ALTE,2,27.19,-2.41,-0.5,24.23,North,17377,17338,2240
1/1/2014,ALTE.ALTE,3,26.49,-1.77,-0.46,23.44,North,16966,16919,2240
1/1/2014,ALTE.ALTE,4,26.31,-1.72,-0.47,22.77,North,16731,16643,2240
1/1/2014,ALTE.ALTE,5,25.79,-2.1,-0.46,22.42,North,16602,16503,2240
1/1/2014,ALTE.ALTE,6,26.11,-2.23,-0.14,21.98,North,16586,16523,2240
1/1/2014,ALTE.ALTE,7,28.4,-1.9,-0.34,23.94,North,16777,16746,2240
1/1/2014,ALTE.ALTE,8,29.75,-2.63,-0.02,23.48,North,17557,17101,2240
1/1/2014,ALTE.ALTE,9,30.48,-3.61,-0.15,22.8,North,18184,17343,2240
1/1/2014,ALTE.ALTE,10,31.71,-4.1,-0.17,24.1,North,18382,17569,2240
1/1/2014,ALTE.ALTE,11,33.74,-3.29,-0.09,26.03,North,18568,18128,2240
1/1/2014,ALTE.ALTE,12,34.25,-3.19,1.08,26.07,North,18678,18430,2240
1/1/2014,ALTE.ALTE,13,33.27,-2.74,1.03,24.58,North,18721,18564,2240
1/1/2014,ALTE.ALTE,14,32.56,-2.2,0.9,24.7,North,18644,18502,2240
1/1/2014,ALTE.ALTE,15,31.79,-1.37,1.07,24.33,North,18558,18297,2240
1/1/2014,ALTE.ALTE,16,30.15,-1.28,0.44,23.6,North,18449,18118,2240
1/1/2014,ALTE.ALTE,17,31.69,-0.61,0.95,23.8,North,18478,18182,2240
1/1/2014,ALTE.ALTE,18,42.24,0.3,1.56,24.71,North,19080,18888,2240
1/1/2014,ALTE.ALTE,19,57.02,6.65,1.51,20.27,North,20272,20264,2240
1/1/2014,ALTE.ALTE,20,53.46,7.42,1.4,31.1,North,20349,20244,2240
1/1/2014,ALTE.ALTE,21,49.45,4.23,1.04,27.79,North,20118,19924,2240
1/1/2014,ALTE.ALTE,22,44.49,1.93,1.81,26.93,North,19715,19530,2240
1/1/2014,ALTE.ALTE,23,33.2,-2.01,0.37,26.39,North,19191,18953,2750
1/1/2014,ALTE.ALTE,24,31.71,-2.25,1.03,25.68,North,18315,18043,2480
1/2/2014,ALTE.ALTE,1,28.96,-1.86,0.67,23.54,North,17679,17544,2480
1/2/2014,ALTE.ALTE,2,28.29,-1.88,0.63,23.48,North,17144,17087,2480
1/2/2014,ALTE.ALTE,3,27.72,-0.98,0.6,22.95,North,16786,16856,2480
1/2/2014,ALTE.ALTE,4,27.75,-1.08,0.61,23.42,North,16656,16766,2480
1/2/2014,ALTE.ALTE,5,28.56,-0.97,0.64,24.04,North,16682,16849,2480
1/2/2014,ALTE.ALTE,6,29.48,-1.57,0.74,25.01,North,16950,17217,2480
1/2/2014,ALTE.ALTE,7,37.13,-0.39,0.32,26.54,North,17703,18129,2480
1/2/2014,ALTE.ALTE,8,43.25,-0.64,0.62,23.29,North,18978,19567,2480
1/2/2014,ALTE.ALTE,9,48.42,-0.35,1.19,31.2,North,19772,20549,2480
1/2/2014,ALTE.ALTE,10,48.65,0.16,1.18,27.11,North,19879,20508,2480
1/2/2014,ALTE.ALTE,11,47.72,0.04,0.03,36.13,North,19923,20461,2480
1/2/2014,ALTE.ALTE,12,47.5,0.93,0.09,42.34,North,19916,20314,2480
1/2/2014,ALTE.ALTE,13,47.87,5.02,0.01,36.62,North,19725,20265,2480
1/2/2014,ALTE.ALTE,14,41.88,0.94,0,33.53,North,19520,20005,2480
1/2/2014,ALTE.ALTE,15,38.9,0.76,0.01,31.63,North,19345,19959,2480
1/2/2014,ALTE.ALTE,16,39.88,0.25,1.74,31,North,19144,19906,2480
1/2/2014,ALTE.ALTE,17,37.64,-0.25,0.01,30.05,North,19006,19804,2480
1/2/2014,ALTE.ALTE,18,49.43,1.01,0.39,33.79,North,19532,20119,2480
1/2/2014,ALTE.ALTE,19,65.88,1.91,0.98,119.44,North,20674,21501,2480
1/2/2014,ALTE.ALTE,20,60.51,1.77,0.19,87.38,North,20771,21510,2480
1/2/2014,ALTE.ALTE,21,54.01,1.31,-0.03,41.38,North,20633,21247,2480
1/2/2014,ALTE.ALTE,22,49.17,0.34,0.46,38.89,North,20292,20978,2480
1/2/2014,ALTE.ALTE,23,44.2,-0.18,1.26,37.87,North,19742,20552,2480
1/2/2014,ALTE.ALTE,24,39.11,-0.52,0.65,34.83,North,18874,19563,2480
1/3/2014,ALTE.ALTE,1,33.83,-0.72,0.11,38.81,North,18512,18890,2480
1/3/2014,ALTE.ALTE,2,31.7,-1.45,0.46,30.34,North,17967,18306,2480
1/3/2014,ALTE.ALTE,3,29.61,-2.36,0.24,32,North,17594,17870,2480
1/3/2014,ALTE.ALTE,4,28.48,-3.25,0.43,32.25,North,17442,17645,2480
1/3/2014,ALTE.ALTE,5,29.45,-3.24,0.45,33.47,North,17446,17639,2480
1/3/2014,ALTE.ALTE,6,30.99,-3.66,-0.05,33.32,North,17744,17766,2480
1/3/2014,ALTE.ALTE,7,41.15,-0.63,-0.11,38.66,North,18638,18545,2480
1/3/2014,ALTE.ALTE,8,52.28,3.14,0.07,58.08,North,20225,19898,2480
1/3/2014,ALTE.ALTE,9,57.28,4.11,1.33,63.51,North,21114,20858,2480
1/3/2014,ALTE.ALTE,10,52.83,3.89,1.21,59.24,North,20891,20780,2480
1/3/2014,ALTE.ALTE,11,45.42,1.67,0.78,47.67,North,20675,20835,2480
1/3/2014,ALTE.ALTE,12,46.66,5.52,0.72,45.05,North,20527,20773,2480
1/3/2014,ALTE.ALTE,13,42.24,3.83,0.81,38.66,North,20281,20525,2480
1/3/2014,ALTE.ALTE,14,36.29,-0.09,0.75,37.4,North,20130,20281,2480
1/3/2014,ALTE.ALTE,15,31.39,-1.1,-0.1,32.47,North,19954,20080,2480
1/3/2014,ALTE.ALTE,16,30.92,-0.68,0.19,31.98,North,19738,19833,2480
1/3/2014,ALTE.ALTE,17,28.34,-3.27,0.19,33.16,North,19582,19696,2480
1/3/2014,ALTE.ALTE,18,31.9,-5.9,0.7,62.94,North,19771,19968,2480
1/3/2014,ALTE.ALTE,19,41.51,-2.74,0.75,80.05,North,20413,20855,2480
1/3/2014,ALTE.ALTE,20,37.96,-3.36,0.73,56.2,North,20323,20589,2490
1/3/2014,ALTE.ALTE,21,39.62,0.8,-0.2,59.75,North,19898,20103,2490
1/3/2014,ALTE.ALTE,22,33.78,-3.8,1.22,32.08,North,19429,19562,2490
1/3/2014,ALTE.ALTE,23,26.64,-7.28,0.51,37.62,North,18813,18864,2490
1/3/2014,ALTE.ALTE,24,24.58,-7.2,0.96,24.21,North,17873,17952,2490
1/4/2014,ALTE.ALTE,1,25.5,-5.53,0.98,26.76,North,17009,17160,2490
1/4/2014,ALTE.ALTE,2,23.98,-7.09,0.91,19.75,North,16432,16450,2490
1/4/2014,ALTE.ALTE,3,23.05,-6.72,0.29,19.51,North,15913,15939,2490
1/4/2014,ALTE.ALTE,4,22.65,-6.33,0.28,17.06,North,15671,15652,2490
1/4/2014,ALTE.ALTE,5,22.39,-6.1,0.27,22.33,North,15580,15534,2490
1/4/2014,ALTE.ALTE,6,23.01,-6.04,0.27,34.84,North,15629,15632,2490
1/4/2014,ALTE.ALTE,7,24.69,-8,0.95,20.16,North,15999,15996,2490
1/4/2014,ALTE.ALTE,8,25.58,-9.43,0.19,23.82,North,16775,16580,2490
1/4/2014,ALTE.ALTE,9,29.01,-10.34,1.22,23.56,North,17572,17293,2490
1/4/2014,ALTE.ALTE,10,29.15,-8.97,0.63,23.2,North,18201,17905,2490
1/4/2014,ALTE.ALTE,11,29.07,-8.45,0.62,25.58,North,18608,18323,2490
1/4/2014,ALTE.ALTE,12,28.45,-6.96,0.78,23.73,North,18667,18429,2490
1/4/2014,ALTE.ALTE,13,27.73,-4.22,0.49,24.59,North,18583,18366,2490
1/4/2014,ALTE.ALTE,14,27.69,-2.26,0.5,24.57,North,18416,18230,2490
1/4/2014,ALTE.ALTE,15,27.75,-0.51,0.47,22.89,North,18270,18031,2490
1/4/2014,ALTE.ALTE,16,27.42,-0.56,0.21,22.89,North,18105,18006,2490
1/4/2014,ALTE.ALTE,17,27.92,-0.56,0.46,23.46,North,18082,18042,2490
1/4/2014,ALTE.ALTE,18,32.29,-1,0.21,33.21,North,18479,18689,2490
1/4/2014,ALTE.ALTE,19,43.78,0.94,0.26,34.62,North,19843,19986,2490
1/4/2014,ALTE.ALTE,20,39.58,-0.36,0.18,31.47,North,19992,20044,2490
1/4/2014,ALTE.ALTE,21,37.37,-0.72,0.33,27,North,19725,19781,2490
1/4/2014,ALTE.ALTE,22,33.93,-0.45,0.23,25.69,North,19412,19431,2490
1/4/2014,ALTE.ALTE,23,30.23,-2.28,0.97,23.57,North,19029,18852,2490
1/4/2014,ALTE.ALTE,24,28.23,-2.49,0.99,23.2,North,18257,18243,2850
1/5/2014,ALTE.ALTE,1,25.18,-4.56,0.67,19.54,North,17491,17700,2850
1/5/2014,ALTE.ALTE,2,24.56,-4.17,0.31,20.13,North,16989,17161,2850
1/5/2014,ALTE.ALTE,3,24.03,-4.31,0.24,20.33,North,16669,16828,2850
1/5/2014,ALTE.ALTE,4,23.83,-4.44,0.67,21.06,North,16530,16641,2850
1/5/2014,ALTE.ALTE,5,23.45,-4.5,0.67,20.31,North,16486,16635,2850
1/5/2014,ALTE.ALTE,6,23.56,-4.1,0.32,20.71,North,16580,16719,2850
1/5/2014,ALTE.ALTE,7,25.5,-3.34,0.69,21.13,North,16830,17001,2850
1/5/2014,ALTE.ALTE,8,27.31,-3.33,0.99,21.21,North,17240,17454,3170
1/5/2014,ALTE.ALTE,9,28.43,-4.48,0.49,22.46,North,17791,18067,3170
1/5/2014,ALTE.ALTE,10,30.51,-3.75,0.51,23.44,North,18261,18401,3170
1/5/2014,ALTE.ALTE,11,31.12,-2.94,0.5,23.23,North,18616,18768,3170
1/5/2014,ALTE.ALTE,12,30.6,-2.44,0.69,23.75,North,18743,18964,3140
1/5/2014,ALTE.ALTE,13,29.69,-2.25,0.66,24.84,North,18814,19126,3140
1/5/2014,ALTE.ALTE,14,28.73,-2.15,0.2,23.46,North,18870,19310,3140
1/5/2014,ALTE.ALTE,15,27.71,-2.42,0.19,21.12,North,18762,19264,3140
1/5/2014,ALTE.ALTE,16,27.77,-2.52,0.2,21.85,North,18675,19228,3140
1/5/2014,ALTE.ALTE,17,27.84,-3.5,0.26,22.36,North,18795,19442,3140
1/5/2014,ALTE.ALTE,18,35.16,-4.53,-0.15,25.82,North,19549,20000,3140
1/5/2014,ALTE.ALTE,19,56.76,4.59,0.68,26.38,North,20905,21163,3150
1/5/2014,ALTE.ALTE,20,47.45,-1.18,0.82,26.01,North,21073,21206,3150
1/5/2014,ALTE.ALTE,21,45.25,-1.36,0.8,26.8,North,20930,21210,3150
1/5/2014,ALTE.ALTE,22,42.01,-1.32,1.39,25.03,North,20519,20737,3150
1/5/2014,ALTE.ALTE,23,32.8,-4.42,1.19,25.19,North,19989,20209,3030
1/5/2014,ALTE.ALTE,24,28.21,-5.64,0.26,25.81,North,19205,19803,2170
1/6/2014,ALTE.ALTE,1,26.61,-5.82,0.9,27.17,North,18992,19259,2150
1/6/2014,ALTE.ALTE,2,26.4,-6.43,1.32,23.68,North,18621,18820,2150
1/6/2014,ALTE.ALTE,3,26.42,-6.26,1.31,23.89,North,18378,18476,2140
1/6/2014,ALTE.ALTE,4,26.62,-6.13,1.31,25.39,North,18324,18327,2140
1/6/2014,ALTE.ALTE,5,25.52,-7.56,0.95,24.63,North,18409,18347,2140
1/6/2014,ALTE.ALTE,6,30.1,-6.49,-0.11,27.88,North,18821,18696,2140
1/6/2014,ALTE.ALTE,7,42.18,-3.84,0.23,36.61,North,19860,19500,2140
1/6/2014,ALTE.ALTE,8,67.49,-0.01,2.03,49.99,North,21477,20329,2400
1/6/2014,ALTE.ALTE,9,72.86,-1.09,2.22,46.04,North,22408,21163,2400
1/6/2014,ALTE.ALTE,10,71.87,0.39,2.13,119.5,North,22259,21468,2400
1/6/2014,ALTE.ALTE,11,67.06,-0.28,1.99,55.82,North,22127,21678,2400
1/6/2014,ALTE.ALTE,12,60.62,1.53,1.73,185.78,North,22101,21795,2400
1/6/2014,ALTE.ALTE,13,52.94,1.03,1.5,99.02,North,21958,21888,2400
1/6/2014,ALTE.ALTE,14,44.9,-2.19,1.35,58.54,North,21861,21806,2400
1/6/2014,ALTE.ALTE,15,41.17,-2.91,1.23,44.74,North,21826,21778,2400
1/6/2014,ALTE.ALTE,16,36.49,-5.46,1.17,45.88,North,21664,21687,2400
1/6/2014,ALTE.ALTE,17,36.47,-7.73,1.24,74.63,North,21561,21580,2350
1/6/2014,ALTE.ALTE,18,60.89,2.13,1.66,164.21,North,21807,21750,2350
1/6/2014,ALTE.ALTE,19,84.5,4.46,2.31,256.51,North,22767,22491,2360
1/6/2014,ALTE.ALTE,20,82.34,0.86,2.43,267.09,North,22791,22407,2360
1/6/2014,ALTE.ALTE,21,75.56,-0.42,2.32,153,North,22463,21951,2360
1/6/2014,ALTE.ALTE,22,66.77,0.64,2.03,211.03,North,22008,21505,2360
1/6/2014,ALTE.ALTE,23,53.17,-1.1,1.66,131.94,North,21332,20876,2360
1/6/2014,ALTE.ALTE,24,46.03,-0.74,1.16,213.09,North,20283,20137,2360
1/7/2014,ALTE.ALTE,1,61.56,-1.22,0.33,338.55,North,19598,19366,2360
1/7/2014,ALTE.ALTE,2,52.3,-3.76,-0.18,177.67,North,19011,18868,2360
1/7/2014,ALTE.ALTE,3,49.15,-5.81,-0.17,156.38,North,18589,18340,2360
1/7/2014,ALTE.ALTE,4,50.5,-4.07,-0.15,120.68,North,18395,18182,2360
1/7/2014,ALTE.ALTE,5,50.09,-7.85,-0.16,81.34,North,18351,18143,2360
1/7/2014,ALTE.ALTE,6,54.1,-9.53,0.81,86.91,North,18702,18337,2360
1/7/2014,ALTE.ALTE,7,70.59,-3.73,0.84,133.87,North,19763,18980,2360
1/7/2014,ALTE.ALTE,8,109.51,-3.57,3.64,1647.54,North,21284,20038,2360
1/7/2014,ALTE.ALTE,9,118.9,-3.41,3.88,367.45,North,22095,20780,2360
1/7/2014,ALTE.ALTE,10,102.39,-1.14,3.23,82.06,North,21883,20773,2360
1/7/2014,ALTE.ALTE,11,92.49,4.67,2.69,93.63,North,21623,20904,2360
1/7/2014,ALTE.ALTE,12,82.52,4.48,2.36,87.87,North,21462,20867,2360
1/7/2014,ALTE.ALTE,13,80.76,6.64,1.77,138.33,North,21210,20685,2360
1/7/2014,ALTE.ALTE,14,74.9,5.21,1.64,129.06,North,20913,20475,2360
1/7/2014,ALTE.ALTE,15,70.66,4.84,1.66,63.7,North,20763,20387,2360
1/7/2014,ALTE.ALTE,16,67.81,4.9,0.27,69.47,North,20582,20207,2360
1/7/2014,ALTE.ALTE,17,68.94,4.11,0.28,143.4,North,20430,20092,2360
1/7/2014,ALTE.ALTE,18,86.04,7.41,1.81,248.63,North,20830,20318,2360
1/7/2014,ALTE.ALTE,19,117.05,13.17,3.02,696.2,North,21646,21310,2360
1/7/2014,ALTE.ALTE,20,107.67,7.74,2.97,86.2,North,21803,21335,2360
1/7/2014,ALTE.ALTE,21,99.74,5.1,2.86,143.88,North,21584,21067,2150
1/7/2014,ALTE.ALTE,22,84.62,6.37,2.38,58.71,North,21229,20789,2150
1/7/2014,ALTE.ALTE,23,72.39,4.39,1.77,47.48,North,20579,20291,2150
1/7/2014,ALTE.ALTE,24,65.26,2.53,2.29,46.22,North,19524,19409,2140
1/8/2014,ALTE.ALTE,1,79.21,0.95,2.16,71.71,North,18992,18708,2140
1/8/2014,ALTE.ALTE,2,59.48,0.27,1.66,42.02,North,18445,18209,2140
1/8/2014,ALTE.ALTE,3,53.08,-0.03,-0.09,39.76,North,18086,17855,2140
1/8/2014,ALTE.ALTE,4,51.16,-0.61,-0.08,42.54,North,17939,17635,2140
1/8/2014,ALTE.ALTE,5,52.53,-1.4,-0.08,44.97,North,17931,17681,2140
1/8/2014,ALTE.ALTE,6,60.52,-0.08,1.7,41.65,North,18152,17963,2140
1/8/2014,ALTE.ALTE,7,81.87,2.44,2.97,46.98,North,18919,18868,2140
1/8/2014,ALTE.ALTE,8,116.54,1.52,0.24,259.11,North,20323,20244,2290
1/8/2014,ALTE.ALTE,9,121.51,2.91,2.89,72.75,North,21418,21178,2290
1/8/2014,ALTE.ALTE,10,105.98,4.96,0.13,118.15,North,21490,20940,2290
1/8/2014,ALTE.ALTE,11,94.7,7.84,2.23,91.09,North,21319,20752,2290
1/8/2014,ALTE.ALTE,12,89.42,9.07,0.35,69.47,North,21145,20578,2310
1/8/2014,ALTE.ALTE,13,80.47,6.78,1.47,59.51,North,20938,20279,2310
1/8/2014,ALTE.ALTE,14,77.67,6.82,2.27,48.26,North,20705,20070,2310
1/8/2014,ALTE.ALTE,15,68.25,5.15,2.01,45.95,North,20546,20054,2310
1/8/2014,ALTE.ALTE,16,60.48,3.76,0.9,36.14,North,20363,19892,2310
1/8/2014,ALTE.ALTE,17,59.52,3.53,0.88,35.45,North,20205,19750,2310
1/8/2014,ALTE.ALTE,18,82.85,7.9,2.4,128.1,North,20474,20150,2310
1/8/2014,ALTE.ALTE,19,108.03,11.67,2.19,90.9,North,21626,21232,2170
1/8/2014,ALTE.ALTE,20,103.32,10.84,2.13,52.01,North,21736,21367,2170
1/8/2014,ALTE.ALTE,21,91.25,7.22,1.97,47.33,North,21518,21216,2170
1/8/2014,ALTE.ALTE,22,76.05,5.81,0.31,39.61,North,20955,20982,2170
1/8/2014,ALTE.ALTE,23,61.33,4.19,0.12,32.41,North,20275,20425,2170
1/8/2014,ALTE.ALTE,24,44.46,0.47,0.45,32.96,North,19284,19577,2170
1/9/2014,ALTE.ALTE,1,74.49,30.32,0.3,31.6,North,18499,18676,2500
1/9/2014,ALTE.ALTE,2,43.66,4.94,0.26,28.23,North,17940,18213,2500
1/9/2014,ALTE.ALTE,3,41.34,5.07,0.04,27.97,North,17531,17805,2500
1/9/2014,ALTE.ALTE,4,42.96,7.83,-0.01,27.04,North,17347,17593,2500
1/9/2014,ALTE.ALTE,5,43.17,7.04,0.24,27.03,North,17345,17450,2500
1/9/2014,ALTE.ALTE,6,44.58,5.95,-0.33,28.37,North,17613,17646,2500
1/9/2014,ALTE.ALTE,7,40.52,-8.75,0.11,32.76,North,18488,18502,2500
1/9/2014,ALTE.ALTE,8,61.58,-1.34,0.47,66.67,North,20048,20178,2500
1/9/2014,ALTE.ALTE,9,64.54,-0.93,1.42,88.9,North,21067,21091,2500
1/9/2014,ALTE.ALTE,10,55.05,-0.28,0.85,36.05,North,20929,20699,2500
1/9/2014,ALTE.ALTE,11,50.34,-0.9,0.77,37.47,North,20696,20616,2500
1/9/2014,ALTE.ALTE,12,45.79,-1.51,0.53,37.76,North,20578,20328,2500
1/9/2014,ALTE.ALTE,13,41.13,-2.49,0.01,39.87,North,20279,20131,2500
1/9/2014,ALTE.ALTE,14,36.66,-2.68,0,41.62,North,20010,19968,2500
1/9/2014,ALTE.ALTE,15,34.84,-2.25,0.14,39.13,North,19847,19828,2500
1/9/2014,ALTE.ALTE,16,33.15,-2.24,-0.19,35.7,North,19676,19650,2500
1/9/2014,ALTE.ALTE,17,33.12,-2.8,-0.2,33.45,North,19584,19459,2500
1/9/2014,ALTE.ALTE,18,40.06,-3.46,0,35.32,North,19893,19789,2500
1/9/2014,ALTE.ALTE,19,56.88,1.82,1.13,40.33,North,20819,20796,2500
1/9/2014,ALTE.ALTE,20,46.42,-3.3,0.73,38.51,North,20854,20825,2500
1/9/2014,ALTE.ALTE,21,42.42,-3.67,0.7,31.07,North,20555,20518,2500
1/9/2014,ALTE.ALTE,22,41.6,-1.31,1.28,30.69,North,20084,19988,2500
1/9/2014,ALTE.ALTE,23,35.45,-2.34,0.82,27.76,North,19322,19165,2500
1/9/2014,ALTE.ALTE,24,31.91,-2.63,1.03,25.7,North,18286,18038,2510
1/10/2014,ALTE.ALTE,1,42.4,12.68,0.93,27.22,North,17249,17348,2120
1/10/2014,ALTE.ALTE,2,34.92,6.76,0.89,27.03,North,16532,16784,2120
1/10/2014,ALTE.ALTE,3,34.74,7.24,0.84,27.54,North,16052,16289,2120
1/10/2014,ALTE.ALTE,4,31.86,4.88,0.81,26.43,North,15780,16044,2120
1/10/2014,ALTE.ALTE,5,32.77,5.79,0.81,27.12,North,15718,16015,2120
1/10/2014,ALTE.ALTE,6,24.38,-2.09,0.27,28.35,North,15966,16205,2120
1/10/2014,ALTE.ALTE,7,30.96,-0.53,0.11,33.5,North,16813,17031,2120
1/10/2014,ALTE.ALTE,8,41.63,2.24,0.47,51.83,North,18338,18655,2120
1/10/2014,ALTE.ALTE,9,49.93,8.32,0.91,43.62,North,19347,19711,2120
1/10/2014,ALTE.ALTE,10,49.29,9.67,0.8,44.23,North,19425,19610,2120
1/10/2014,ALTE.ALTE,11,51.72,12.05,0.81,58.53,North,19323,19539,2120
1/10/2014,ALTE.ALTE,12,39.19,1.63,0.43,58.14,North,19260,19511,2120
1/10/2014,ALTE.ALTE,13,40.61,5.36,0.25,62.67,North,19087,19370,2120
1/10/2014,ALTE.ALTE,14,34.81,2.2,0.26,38.68,North,18914,19141,2120
1/10/2014,ALTE.ALTE,15,35.4,2.04,1.66,38.62,North,18795,19024,2120
1/10/2014,ALTE.ALTE,16,33.79,2.62,0.3,36.05,North,18600,18812,2120
1/10/2014,ALTE.ALTE,17,34.29,2.72,0.3,37.59,North,18462,18598,2120
1/10/2014,ALTE.ALTE,18,44.53,5.03,0.61,40.61,North,18783,18878,2120
1/10/2014,ALTE.ALTE,19,53.29,8.64,0.69,49.09,North,19572,19494,2120
1/10/2014,ALTE.ALTE,20,44.11,2.32,-0.02,36.92,North,19437,19266,2120
1/10/2014,ALTE.ALTE,21,39.6,0.88,0.44,29.92,North,18992,18789,2120
1/10/2014,ALTE.ALTE,22,36.82,2.72,0.5,37.55,North,18528,18333,2120
1/10/2014,ALTE.ALTE,23,31.23,1.23,0.24,28.1,North,17887,17700,2120
1/10/2014,ALTE.ALTE,24,27.54,-0.76,0.22,25.4,North,16922,16827,2360
1/11/2014,ALTE.ALTE,1,29.05,0.24,0.83,28.57,North,16119,16116,2360
1/11/2014,ALTE.ALTE,2,26.64,-0.56,0.62,29.43,North,15446,15502,2350
1/11/2014,ALTE.ALTE,3,24.68,-1.53,0.57,27.64,North,15000,15015,2350
1/11/2014,ALTE.ALTE,4,23.84,-1.52,0.55,25.35,North,14762,14758,2350
1/11/2014,ALTE.ALTE,5,23.39,-1.24,0.53,25.3,North,14710,14624,2350
1/11/2014,ALTE.ALTE,6,24.6,-0.61,0.55,26.26,North,14834,14724,2330
1/11/2014,ALTE.ALTE,7,25.84,-0.85,0.59,28.61,North,15270,15118,2330
1/11/2014,ALTE.ALTE,8,26.09,-2.72,0.18,28.05,North,15994,15746,2330
1/11/2014,ALTE.ALTE,9,27.77,-3.09,0.19,27.26,North,16711,16487,2330
1/11/2014,ALTE.ALTE,10,29.56,-3.44,0.9,28.53,North,17117,16944,2330
1/11/2014,ALTE.ALTE,11,30.42,-3.75,0.92,32.13,North,17448,17243,2330
1/11/2014,ALTE.ALTE,12,30.2,-2.06,0.87,31.62,North,17530,17342,2330
1/11/2014,ALTE.ALTE,13,29.37,-1.71,0.83,33.63,North,17465,17228,2330
1/11/2014,ALTE.ALTE,14,29.1,-0.65,0.85,29.44,North,17317,17023,2330
1/11/2014,ALTE.ALTE,15,28.66,-0.87,0.68,30.27,North,17125,16825,2330
1/11/2014,ALTE.ALTE,16,28.19,-0.98,0.66,29.07,North,16956,16599,2330
1/11/2014,ALTE.ALTE,17,28.7,-1.07,0.39,28.3,North,16947,16476,2330
1/11/2014,ALTE.ALTE,18,30.81,-3.27,0.2,30.61,North,17494,16865,2330
1/11/2014,ALTE.ALTE,19,38.37,-4.6,2.19,30.6,North,18505,18000,2330
1/11/2014,ALTE.ALTE,20,35.56,-4.56,2.08,32.76,North,18514,18075,2330
1/11/2014,ALTE.ALTE,21,33.86,-5.76,2,31.32,North,18181,17789,2330
1/11/2014,ALTE.ALTE,22,29.34,-3.03,0.27,28.08,North,17673,17439,2330
1/11/2014,ALTE.ALTE,23,29.48,-0.24,0.28,27.57,North,17108,16913,2330
1/11/2014,ALTE.ALTE,24,28.1,-0.45,0.31,25.19,North,16286,16274,2330
1/12/2014,ALTE.ALTE,1,24.5,-2.88,0.84,23.77,North,15305,15646,2330
1/12/2014,ALTE.ALTE,2,22.57,-3.85,0.83,23.18,North,14709,15154,2330
1/12/2014,ALTE.ALTE,3,24.96,-0.27,0.54,22.88,North,14295,14773,2330
1/12/2014,ALTE.ALTE,4,20.73,-3.79,0.53,26.19,North,14086,14585,2330
1/12/2014,ALTE.ALTE,5,22.54,-1.48,0.52,24.03,North,14013,14413,2330
1/12/2014,ALTE.ALTE,6,27.34,2.84,0.77,26.93,North,14045,14465,2330
1/12/2014,ALTE.ALTE,7,28.91,2.96,0.8,26.18,North,14282,14702,2330
1/12/2014,ALTE.ALTE,8,31.72,4.06,0.65,27.25,North,14785,15083,2330
1/12/2014,ALTE.ALTE,9,21.56,-7.17,0.12,31.14,North,15422,15626,2330
1/12/2014,ALTE.ALTE,10,23.26,-6.95,0.7,27.86,North,15713,15893,2330
1/12/2014,ALTE.ALTE,11,24.35,-6.15,0.89,22.92,North,15991,16058,2330
1/12/2014,ALTE.ALTE,12,23.89,-4.97,0.19,24.36,North,16151,16027,2330
1/12/2014,ALTE.ALTE,13,23.53,-4.59,0.47,23.93,North,16138,15960,2330
1/12/2014,ALTE.ALTE,14,23.28,-4.23,0.28,23.21,North,16178,15889,2330
1/12/2014,ALTE.ALTE,15,23.43,-3.41,0.27,23.65,North,16027,15756,2330
1/12/2014,ALTE.ALTE,16,24.83,-2.67,0.6,23.32,North,15866,15558,2330
1/12/2014,ALTE.ALTE,17,25.54,-2.43,0.61,24.09,North,15901,15674,2330
1/12/2014,ALTE.ALTE,18,26.34,-6.67,0.16,27.35,North,16457,16203,2330
1/12/2014,ALTE.ALTE,19,33.38,-6.28,1.99,29.23,North,17653,17592,2330
1/12/2014,ALTE.ALTE,20,30.93,-6.97,1.49,31.14,North,17771,17733,2330
1/12/2014,ALTE.ALTE,21,28.04,-6.13,0.22,26.43,North,17548,17481,2330
1/12/2014,ALTE.ALTE,22,27.48,-2.73,0.92,23.67,North,17071,17027,2330
1/12/2014,ALTE.ALTE,23,34.89,6.29,0.67,22.8,North,16486,16310,2330
1/12/2014,ALTE.ALTE,24,27.8,-0.06,0.85,22.53,North,15506,15477,3270
1/13/2014,ALTE.ALTE,1,24.44,-0.53,0.52,22.53,North,14779,14906,3270
1/13/2014,ALTE.ALTE,2,22.88,-0.81,0.49,21.12,North,14344,14464,3270
1/13/2014,ALTE.ALTE,3,22.34,-0.67,0.47,20.61,North,14049,14159,3270
1/13/2014,ALTE.ALTE,4,22.19,-0.51,0.46,21.11,North,13951,14124,3270
1/13/2014,ALTE.ALTE,5,21.85,-0.81,0.47,24.97,North,13994,14242,3270
1/13/2014,ALTE.ALTE,6,25.34,0.27,0.5,34.09,North,14370,14722,3270
1/13/2014,ALTE.ALTE,7,21.69,-8.17,0.11,37.82,North,15363,15802,3270
1/13/2014,ALTE.ALTE,8,29.2,-5.51,0.54,43.52,North,17008,17562,3270
1/13/2014,ALTE.ALTE,9,30.69,-3.89,0.53,58.87,North,18114,18708,3270
1/13/2014,ALTE.ALTE,10,28.95,-5.48,0.51,30.89,North,18166,18567,3270
