TradeDate,Node,HE,DA_LMP,DA_MCC,DA_MLC,RT_LMP,Region,Planned,Actual,Outage
7/17/2014,ALTE.ALTE,10,32.34,1.22,0.13,31.7,North,17678,17734,1400
7/17/2014,ALTE.ALTE,11,34.79,1.3,0.77,35.26,North,18282,18384,1400
7/17/2014,ALTE.ALTE,12,36.52,1.54,0.17,38.94,North,18718,18789,1400
7/17/2014,ALTE.ALTE,13,35.71,1.6,-0.39,43.19,North,18996,19046,1400
7/17/2014,ALTE.ALTE,14,37.99,1.42,0.59,48.12,North,19305,19390,1400
7/17/2014,ALTE.ALTE,15,37.52,1.15,0.68,48.32,North,19591,19523,1400
7/17/2014,ALTE.ALTE,16,40.44,1.77,1.21,52.13,North,19715,19649,1350
7/17/2014,ALTE.ALTE,17,40.43,1.73,1.21,45.51,North,19798,19729,1350
7/17/2014,ALTE.ALTE,18,37.74,1.2,0.67,39.47,North,19753,19603,1330
7/17/2014,ALTE.ALTE,19,35.2,1.09,-0.86,36.84,North,19472,19282,1330
7/17/2014,ALTE.ALTE,20,33.72,0.83,0.29,32.31,North,18979,18800,1330
7/17/2014,ALTE.ALTE,21,33.24,0.89,0.29,32.09,North,18510,18498,1330
7/17/2014,ALTE.ALTE,22,30.92,0.65,0.68,28.68,North,18317,18418,1330
7/17/2014,ALTE.ALTE,23,26.69,0.8,0.74,24.6,North,17148,17280,1330
7/17/2014,ALTE.ALTE,24,25.35,1.47,0.74,23.79,North,15773,15975,1330
7/18/2014,ALTE.ALTE,1,22.19,-0.85,0.43,23.12,North,14661,14900,2080
7/18/2014,ALTE.ALTE,2,21.46,-1.21,0.56,20.67,North,13941,14218,2080
7/18/2014,ALTE.ALTE,3,20.23,-1.21,0.62,17.75,North,13527,13768,2080
7/18/2014,ALTE.ALTE,4,20.66,0.53,0.5,19.52,North,13338,13557,2080
7/18/2014,ALTE.ALTE,5,21,0.25,0.12,23.29,North,13446,13705,2080
7/18/2014,ALTE.ALTE,6,23.96,-0.85,0.77,25,North,13946,14328,2080
7/18/2014,ALTE.ALTE,7,25.53,-0.59,0.42,27.99,North,14863,15324,2080
7/18/2014,ALTE.ALTE,8,29.3,-0.38,0.53,28.91,North,16127,16574,2080
7/18/2014,ALTE.ALTE,9,31.78,-0.25,0.53,31.79,North,17264,17494,2080
7/18/2014,ALTE.ALTE,10,34.5,-0.03,0.45,32.6,North,17811,18113,2080
7/18/2014,ALTE.ALTE,11,37.4,0.51,0.21,32.41,North,18455,18825,2080
7/18/2014,ALTE.ALTE,12,39.19,0.22,0.7,32.71,North,18930,19314,2080
7/18/2014,ALTE.ALTE,13,39.5,-0.23,1.18,38.9,North,19228,19582,2080
7/18/2014,ALTE.ALTE,14,39.34,0.65,0,34.72,North,19543,19850,2080
7/18/2014,ALTE.ALTE,15,40.93,0.36,1.22,34.07,North,19716,19895,2080
7/18/2014,ALTE.ALTE,16,41.77,0.34,1.25,35.13,North,19845,19914,2080
7/18/2014,ALTE.ALTE,17,42.06,0.75,1.24,33.16,North,19850,19811,2080
7/18/2014,ALTE.ALTE,18,38.75,-0.23,1.18,32.32,North,19619,19572,2080
7/18/2014,ALTE.ALTE,19,36.43,-0.52,1.11,31.09,North,19181,19026,2080
7/18/2014,ALTE.ALTE,20,33.87,-1.34,1.72,31.26,North,18668,18359,2080
7/18/2014,ALTE.ALTE,21,32.5,-1.09,0.84,32.31,North,18159,17939,2110
7/18/2014,ALTE.ALTE,22,31.18,-0.83,0.95,29.81,North,18095,17851,2110
7/18/2014,ALTE.ALTE,23,25.91,-0.08,0.88,26.16,North,17136,16898,2110
7/18/2014,ALTE.ALTE,24,25.14,0.65,0.78,29.49,North,15724,15727,2110
7/19/2014,ALTE.ALTE,1,24.72,3.84,0.5,19.22,North,14705,14711,1690
7/19/2014,ALTE.ALTE,2,21,1.99,0.71,11.31,North,14027,13914,1690
7/19/2014,ALTE.ALTE,3,20.1,1.84,0.58,15.11,North,13417,13477,1690
7/19/2014,ALTE.ALTE,4,19.44,1.36,0.51,19.45,North,13162,13263,1690
7/19/2014,ALTE.ALTE,5,19.43,1.33,0.5,19.61,North,13121,13218,1690
7/19/2014,ALTE.ALTE,6,20.1,2.29,0.29,19.76,North,13261,13330,1690
7/19/2014,ALTE.ALTE,7,21.87,2.88,0.1,19.38,North,13498,13624,1690
7/19/2014,ALTE.ALTE,8,25.23,2.39,0.46,29.24,North,14374,14447,1690
7/19/2014,ALTE.ALTE,9,30.47,2.72,0.48,28.42,North,15556,15475,1690
7/19/2014,ALTE.ALTE,10,32.29,1.7,0.9,29.6,North,16460,16361,1690
7/19/2014,ALTE.ALTE,11,33.82,0.98,0.54,31.49,North,17159,16994,1690
7/19/2014,ALTE.ALTE,12,34.72,-0.01,0.95,32.75,North,17551,17364,1690
7/19/2014,ALTE.ALTE,13,35.87,0.24,1.09,32.28,North,17859,17623,1690
7/19/2014,ALTE.ALTE,14,35.49,0.3,0.72,31.46,North,18209,17773,1690
7/19/2014,ALTE.ALTE,15,36.6,0.18,1.14,31.49,North,18424,17915,1690
7/19/2014,ALTE.ALTE,16,38.4,0.23,1.24,31.96,North,18635,18140,1690
7/19/2014,ALTE.ALTE,17,39.73,0.23,0.95,31.89,North,18786,18345,1690
7/19/2014,ALTE.ALTE,18,38.54,0.16,0.92,31.75,North,18899,18372,1690
7/19/2014,ALTE.ALTE,19,37.97,0.07,1.77,32.43,North,18719,18197,1690
7/19/2014,ALTE.ALTE,20,33.41,-0.8,1,30.35,North,18316,17786,1690
7/19/2014,ALTE.ALTE,21,32.33,-1.01,0.96,29.67,North,17938,17547,1690
7/19/2014,ALTE.ALTE,22,31.24,1.05,1.13,29.82,North,17898,17576,1690
7/19/2014,ALTE.ALTE,23,29.89,3.81,0.57,85.3,North,17012,16759,1690
7/19/2014,ALTE.ALTE,24,25.89,1.47,0.38,32.54,North,15915,15629,1690
7/20/2014,ALTE.ALTE,1,23.69,2.48,0.82,21.39,North,14613,14620,1730
7/20/2014,ALTE.ALTE,2,19.84,1.15,0.7,20.38,North,13892,13980,1730
7/20/2014,ALTE.ALTE,3,19.6,1.63,0.5,18.95,North,13433,13540,1730
7/20/2014,ALTE.ALTE,4,18,1.07,0.4,18.69,North,13154,13293,1730
7/20/2014,ALTE.ALTE,5,16.89,0.44,0.39,15.58,North,13052,13200,1730
7/20/2014,ALTE.ALTE,6,16.93,0.8,0.39,10.79,North,13087,13300,1730
7/20/2014,ALTE.ALTE,7,19.39,2.25,0.47,9.09,North,13209,13334,1740
7/20/2014,ALTE.ALTE,8,24.76,2.93,0.8,21.59,North,13971,14129,1740
7/20/2014,ALTE.ALTE,9,28.84,2.06,1.11,25.09,North,15230,15344,1740
7/20/2014,ALTE.ALTE,10,31.91,2.82,1.34,27.35,North,16385,16414,1740
7/20/2014,ALTE.ALTE,11,31.8,1.19,1.32,26.62,North,17303,17453,1740
7/20/2014,ALTE.ALTE,12,33.35,0.46,0.98,30.91,North,17937,18316,1740
7/20/2014,ALTE.ALTE,13,33.49,-0.24,0.58,31.14,North,18602,19089,1740
7/20/2014,ALTE.ALTE,14,35.79,-0.81,1.54,35.2,North,19195,19666,1740
7/20/2014,ALTE.ALTE,15,35.12,-0.76,0.31,34.14,North,19700,20037,1740
7/20/2014,ALTE.ALTE,16,38.27,-0.54,1.14,33.51,North,20056,20375,1740
7/20/2014,ALTE.ALTE,17,40.71,-0.54,0.54,38.13,North,20463,20872,1740
7/20/2014,ALTE.ALTE,18,42.78,-0.16,0.57,39.49,North,20779,21153,1740
7/20/2014,ALTE.ALTE,19,39.29,-0.02,0.33,37.08,North,20809,21086,1740
7/20/2014,ALTE.ALTE,20,38.99,-0.22,1.36,34.56,North,20528,20679,1740
7/20/2014,ALTE.ALTE,21,37.48,-0.64,1.31,32.77,North,20134,20316,1740
7/20/2014,ALTE.ALTE,22,32.96,-0.26,0.8,30.87,North,19870,20164,1740
7/20/2014,ALTE.ALTE,23,35.22,8.21,0.72,26.1,North,18654,18968,1740
7/20/2014,ALTE.ALTE,24,32.52,6.12,0.92,23.64,North,17405,17593,1740
7/21/2014,ALTE.ALTE,1,23.18,0.62,0.72,25.17,North,16348,16498,1720
7/21/2014,ALTE.ALTE,2,22.27,0.5,0.9,20.96,North,15557,15698,1720
7/21/2014,ALTE.ALTE,3,20.61,0.7,0.76,19.73,North,15082,15190,1720
7/21/2014,ALTE.ALTE,4,21.32,1.33,0.47,19.32,North,14860,14941,1720
7/21/2014,ALTE.ALTE,5,22.83,1.56,0.81,21.26,North,15023,15182,1720
7/21/2014,ALTE.ALTE,6,24.69,1.24,0.85,22.53,North,15792,16034,1720
7/21/2014,ALTE.ALTE,7,31.02,2.8,0.56,26.73,North,17155,17362,1720
7/21/2014,ALTE.ALTE,8,32.72,1.09,0.54,28.24,North,18764,18840,1720
7/21/2014,ALTE.ALTE,9,34.04,-0.04,0.94,28.78,North,20065,20121,1720
7/21/2014,ALTE.ALTE,10,37.75,0.41,1.04,30.81,North,21210,21235,1720
7/21/2014,ALTE.ALTE,11,39.58,0.47,0.85,34.89,North,22382,22401,1720
7/21/2014,ALTE.ALTE,12,43.65,0.22,1.3,38.37,North,23214,23272,1720
7/21/2014,ALTE.ALTE,13,47.76,-0.54,2.27,40.51,North,23857,24055,1720
7/21/2014,ALTE.ALTE,14,50.71,-1.41,2.22,43.99,North,24377,24727,1720
7/21/2014,ALTE.ALTE,15,54.38,-1.99,2.21,47.98,North,24853,24879,1720
7/21/2014,ALTE.ALTE,16,58.87,-1.41,2.38,79.02,North,25120,25089,1720
7/21/2014,ALTE.ALTE,17,59.1,-0.36,2.34,68.24,North,25294,25106,1720
7/21/2014,ALTE.ALTE,18,52.82,0.24,2.08,52.77,North,25257,24889,1720
7/21/2014,ALTE.ALTE,19,47.12,0.57,1.05,69.95,North,24885,24482,1720
7/21/2014,ALTE.ALTE,20,43.03,0.17,2.02,41.54,North,24261,23986,1720
7/21/2014,ALTE.ALTE,21,42.25,-0.17,2.08,38.87,North,23784,23607,1720
7/21/2014,ALTE.ALTE,22,36.73,-0.67,0.95,34.13,North,23209,23307,1720
7/21/2014,ALTE.ALTE,23,31.12,2.3,0.83,30.03,North,21524,21737,1720
7/21/2014,ALTE.ALTE,24,28.8,2.22,0.92,41.17,North,19982,19987,1720
7/22/2014,ALTE.ALTE,1,26.72,1.29,0.72,24.7,North,18615,18681,1410
7/22/2014,ALTE.ALTE,2,25.14,0.52,1.15,26.44,North,17613,17689,1410
7/22/2014,ALTE.ALTE,3,23.57,1.41,0.72,28.26,North,16968,17038,1410
7/22/2014,ALTE.ALTE,4,23.91,2.45,0.84,23.61,North,16616,16714,1410
7/22/2014,ALTE.ALTE,5,24.83,1.95,1.04,23.29,North,16708,16737,1410
7/22/2014,ALTE.ALTE,6,26.44,1.1,1.14,25.53,North,17561,17499,1410
7/22/2014,ALTE.ALTE,7,30.69,1.74,1,26.84,North,18840,18465,1410
7/22/2014,ALTE.ALTE,8,32.25,0.64,0.6,28.91,North,20252,19889,1410
7/22/2014,ALTE.ALTE,9,34.13,0.46,0.95,29.96,North,21280,20913,1410
7/22/2014,ALTE.ALTE,10,39.23,1.17,1.35,32.69,North,22160,21643,1410
7/22/2014,ALTE.ALTE,11,43.85,0.3,2.04,38.8,North,23054,22339,1410
7/22/2014,ALTE.ALTE,12,48.32,0.91,1.97,59.44,North,23739,22855,1410
7/22/2014,ALTE.ALTE,13,52.58,0.37,2.01,50.21,North,24276,23205,1410
7/22/2014,ALTE.ALTE,14,59,1.08,2.22,48.81,North,24781,23408,1430
7/22/2014,ALTE.ALTE,15,62.99,0.61,2.37,67.94,North,25083,23379,1430
7/22/2014,ALTE.ALTE,16,68.3,0.91,2.56,45.69,North,25260,23397,1430
7/22/2014,ALTE.ALTE,17,66.94,0.6,2.51,46.41,North,25307,23461,1430
7/22/2014,ALTE.ALTE,18,58.57,0.32,2.2,51.13,North,25101,23466,1420
7/22/2014,ALTE.ALTE,19,50.97,0.6,1.91,66.12,North,24563,22982,1390
7/22/2014,ALTE.ALTE,20,44.6,0.92,1.65,41.58,North,23789,22206,1390
7/22/2014,ALTE.ALTE,21,43.61,0.47,1.64,39.93,North,23040,21479,1390
7/22/2014,ALTE.ALTE,22,38.92,0.09,1.82,36.34,North,22481,21080,1390
7/22/2014,ALTE.ALTE,23,32.28,0.6,0.78,31.24,North,20905,19440,1390
7/22/2014,ALTE.ALTE,24,29.04,0.17,0.87,30.87,North,19101,17652,1460
7/23/2014,ALTE.ALTE,1,27.09,0.37,0.68,54.5,North,16636,16256,1390
7/23/2014,ALTE.ALTE,2,25.36,0.02,0.94,31.64,North,15681,15362,1390
7/23/2014,ALTE.ALTE,3,24.09,0.02,1.05,25.41,North,15061,14704,1390
7/23/2014,ALTE.ALTE,4,23.78,0.5,1.02,24.34,North,14718,14427,1390
7/23/2014,ALTE.ALTE,5,24.39,0.61,0.88,25.47,North,14738,14483,1390
7/23/2014,ALTE.ALTE,6,26.54,0.75,0.94,27.33,North,15332,15121,1390
7/23/2014,ALTE.ALTE,7,27.12,0.23,-0.23,28.2,North,16390,16090,1390
7/23/2014,ALTE.ALTE,8,30.38,-0.2,0.84,29.37,North,17577,17404,1390
7/23/2014,ALTE.ALTE,9,32.74,-0.29,0.85,31.07,North,18353,18454,1390
7/23/2014,ALTE.ALTE,10,32.83,0.14,-0.16,31.06,North,19005,19279,1390
7/23/2014,ALTE.ALTE,11,39.89,0.67,1.91,34.25,North,19586,19935,1390
7/23/2014,ALTE.ALTE,12,41.05,0.13,2.24,36.49,North,20066,20370,1390
7/23/2014,ALTE.ALTE,13,41.83,-0.19,1.12,40.39,North,20403,20809,1390
7/23/2014,ALTE.ALTE,14,44.56,-0.26,1.31,56.27,North,20718,21220,1390
7/23/2014,ALTE.ALTE,15,46.67,-0.31,2.53,38,North,20997,21483,1390
7/23/2014,ALTE.ALTE,16,49.18,-0.33,2.68,39.17,North,21126,21690,1390
7/23/2014,ALTE.ALTE,17,46.58,-0.4,1.39,38.11,North,21242,21815,1390
7/23/2014,ALTE.ALTE,18,42.87,-0.29,1.28,36.23,North,21217,21772,1390
7/23/2014,ALTE.ALTE,19,40.32,-0.28,1.52,34.63,North,20849,21384,1390
7/23/2014,ALTE.ALTE,20,33.89,-0.26,0.09,30.93,North,20274,20692,1390
7/23/2014,ALTE.ALTE,21,33.59,-0.24,0.46,30.77,North,19800,19909,1390
7/23/2014,ALTE.ALTE,22,31.5,-0.06,0.77,30.21,North,19291,19514,1390
7/23/2014,ALTE.ALTE,23,28.5,0.32,0.64,28.34,North,17941,18143,1390
7/23/2014,ALTE.ALTE,24,26.32,0.21,0.37,25.87,North,16453,16615,1390
7/24/2014,ALTE.ALTE,1,25.82,1.59,0.62,24.03,North,15512,15483,1520
7/24/2014,ALTE.ALTE,2,23.84,1.22,0.63,22.85,North,14723,14717,1520
7/24/2014,ALTE.ALTE,3,23.39,1.21,0.6,25.59,North,14234,14226,1520
7/24/2014,ALTE.ALTE,4,23.1,1.46,0.74,28.17,North,14021,13943,1520
7/24/2014,ALTE.ALTE,5,23.88,1.23,0.6,31.08,North,14149,14066,1520
7/24/2014,ALTE.ALTE,6,26.28,1.64,0.67,34.42,North,14806,14749,1520
7/24/2014,ALTE.ALTE,7,27.61,1.12,0.77,29.71,North,15875,15720,1520
7/24/2014,ALTE.ALTE,8,29.17,-0.02,1.11,28.57,North,17066,17042,1520
7/24/2014,ALTE.ALTE,9,30.89,0.2,0.53,30.26,North,17836,18102,1600
7/24/2014,ALTE.ALTE,10,31.36,0.3,0.25,33.34,North,18459,18799,1600
7/24/2014,ALTE.ALTE,11,34.95,0.33,1.06,36.53,North,19128,19461,1600
7/24/2014,ALTE.ALTE,12,35.61,0.22,1.02,175.08,North,19626,19912,1600
7/24/2014,ALTE.ALTE,13,36.29,0.01,1.08,50.25,North,20023,20100,1520
7/24/2014,ALTE.ALTE,14,37.98,0.12,1.1,42.68,North,20446,20577,1520
7/24/2014,ALTE.ALTE,15,38.4,-1.33,1.12,66.35,North,20690,20730,1520
7/24/2014,ALTE.ALTE,16,40.33,0.2,1.14,60.87,North,20850,20572,1520
7/24/2014,ALTE.ALTE,17,39.06,-0.26,1.12,52.65,North,20962,20316,1520
7/24/2014,ALTE.ALTE,18,37.06,-0.32,1.07,35.06,North,20882,20070,1520
7/24/2014,ALTE.ALTE,19,35.49,1.16,1.03,31.96,North,20524,19866,1520
7/24/2014,ALTE.ALTE,20,33.49,1.44,0.81,32.46,North,20001,19362,1520
7/24/2014,ALTE.ALTE,21,34.56,1.94,1.24,34.04,North,19541,18943,1520
7/24/2014,ALTE.ALTE,22,32.55,2.79,1.5,33.84,North,19219,18772,1520
7/24/2014,ALTE.ALTE,23,30.37,4.38,1.19,25.91,North,17949,17611,1700
7/24/2014,ALTE.ALTE,24,28.54,5.31,0.28,25.34,North,16502,16284,1700
7/25/2014,ALTE.ALTE,1,26.11,4.28,1,20.55,North,15710,15270,2190
7/25/2014,ALTE.ALTE,2,23.43,3.44,0.36,22.38,North,14939,14559,2190
7/25/2014,ALTE.ALTE,3,23.19,4.36,0.62,19.84,North,14484,14134,2190
7/25/2014,ALTE.ALTE,4,22.63,4.4,0.59,19.63,North,14266,13959,2190
7/25/2014,ALTE.ALTE,5,24.28,4.75,0.75,25.23,North,14384,14166,2190
7/25/2014,ALTE.ALTE,6,26.83,4.43,0.83,25.72,North,15006,14824,2120
7/25/2014,ALTE.ALTE,7,28.11,3.02,0.79,32.52,North,16049,15910,1560
7/25/2014,ALTE.ALTE,8,31.46,2.8,1.33,33.13,North,17308,16933,1560
7/25/2014,ALTE.ALTE,9,33.94,3.99,1.09,33.17,North,18167,17714,1560
7/25/2014,ALTE.ALTE,10,35.16,2.16,1.35,29.74,North,18799,18285,1560
7/25/2014,ALTE.ALTE,11,33.95,0.25,1.23,28.19,North,19416,18723,1560
7/25/2014,ALTE.ALTE,12,35.48,-0.08,1.35,31.08,North,19909,19147,1560
7/25/2014,ALTE.ALTE,13,36.45,-0.14,0.95,37.97,North,20319,19478,1560
7/25/2014,ALTE.ALTE,14,39.47,-0.01,1.29,40.46,North,20780,19998,1560
7/25/2014,ALTE.ALTE,15,41.71,-0.29,1.39,40.8,North,21111,20326,1560
7/25/2014,ALTE.ALTE,16,44.05,-0.32,1.37,33.77,North,21374,20504,1560
7/25/2014,ALTE.ALTE,17,44.18,-0.52,1.39,32.95,North,21547,20542,1560
7/25/2014,ALTE.ALTE,18,41.06,-0.45,1.39,28.84,North,21508,20330,1560
7/25/2014,ALTE.ALTE,19,36.63,-0.3,1.35,29.13,North,21153,20008,1560
7/25/2014,ALTE.ALTE,20,34.04,-0.16,0.7,29.66,North,20628,19606,1560
7/25/2014,ALTE.ALTE,21,34.7,0.03,1.64,29.22,North,20166,19378,1590
7/25/2014,ALTE.ALTE,22,32.17,-0.1,1.21,28.09,North,19887,19201,1590
7/25/2014,ALTE.ALTE,23,29.74,0.44,0.72,28.83,North,18755,18219,1590
7/25/2014,ALTE.ALTE,24,28.78,0.44,1.31,25.18,North,17363,16960,1590
7/26/2014,ALTE.ALTE,1,25.5,0.76,0.31,22.91,North,15907,15852,1730
7/26/2014,ALTE.ALTE,2,23.45,-0.12,1.03,21.15,North,15051,15010,1730
7/26/2014,ALTE.ALTE,3,21.88,0.07,0.11,21.17,North,14496,14516,1730
7/26/2014,ALTE.ALTE,4,21.61,0.06,0.55,20.79,North,14181,14161,1730
7/26/2014,ALTE.ALTE,5,21.53,0.07,0.74,20.9,North,14087,14083,1730
7/26/2014,ALTE.ALTE,6,22.35,0.04,0.86,22,North,14258,14286,1730
7/26/2014,ALTE.ALTE,7,23.66,0.39,0.75,23.14,North,14587,14538,1730
7/26/2014,ALTE.ALTE,8,27.55,0.31,1.02,24.9,North,15406,15449,1560
7/26/2014,ALTE.ALTE,9,31.35,0.24,1.23,26.63,North,16631,16640,1560
7/26/2014,ALTE.ALTE,10,33.25,0.11,1.2,28.49,North,17704,17725,1560
7/26/2014,ALTE.ALTE,11,33.13,0.08,-0.3,30.77,North,18562,18710,1560
7/26/2014,ALTE.ALTE,12,37.63,0.4,0.53,42.07,North,19173,19260,1560
7/26/2014,ALTE.ALTE,13,39.57,0.07,1.12,35.94,North,19591,19414,1560
7/26/2014,ALTE.ALTE,14,42.74,0.41,1.43,32.59,North,19945,19570,1560
7/26/2014,ALTE.ALTE,15,45.75,1.71,1.4,53.45,North,20198,19778,1560
7/26/2014,ALTE.ALTE,16,49.35,1.67,0.43,32.05,North,20443,20116,1560
7/26/2014,ALTE.ALTE,17,51.1,1.51,1.63,34.09,North,20642,20492,1560
7/26/2014,ALTE.ALTE,18,51.06,1.81,1.96,31.23,North,20674,20706,1560
7/26/2014,ALTE.ALTE,19,40.7,-0.18,0.38,31.19,North,20363,20497,1560
7/26/2014,ALTE.ALTE,20,36.63,-0.17,0.17,32.05,North,19768,20061,1560
7/26/2014,ALTE.ALTE,21,39.54,1.15,1.14,30.47,North,19200,19307,1560
7/26/2014,ALTE.ALTE,22,31.09,-0.02,0.58,27.95,North,18795,18862,1560
7/26/2014,ALTE.ALTE,23,30.82,0.3,0.7,27.54,North,17687,17779,1560
7/26/2014,ALTE.ALTE,24,29.38,1.32,0.56,115.83,North,16366,16555,1560
7/27/2014,ALTE.ALTE,1,25.56,1.31,0.61,40.36,North,15286,15337,1470
7/27/2014,ALTE.ALTE,2,22.5,0.44,0.55,35.68,North,14412,14510,1470
7/27/2014,ALTE.ALTE,3,21.87,1.2,0.67,20.66,North,13827,13928,1470
7/27/2014,ALTE.ALTE,4,22.04,2.91,0.37,23.18,North,13436,13574,1470
7/27/2014,ALTE.ALTE,5,22.02,3.06,0.64,40.58,North,13250,13359,1470
7/27/2014,ALTE.ALTE,6,21.94,3.54,0.63,33.92,North,13252,13321,1470
7/27/2014,ALTE.ALTE,7,23.96,4.43,0.69,12.76,North,13282,13283,1470
7/27/2014,ALTE.ALTE,8,25.6,3.92,0.81,18.9,North,13893,14004,1470
7/27/2014,ALTE.ALTE,9,28.77,3.68,0.99,21.51,North,14834,14925,1470
7/27/2014,ALTE.ALTE,10,29.99,0.7,0.92,26.74,North,15629,15679,1550
7/27/2014,ALTE.ALTE,11,31.97,0.81,0.84,34.2,North,16235,16152,1550
7/27/2014,ALTE.ALTE,12,35.28,2.19,0.79,39.53,North,16700,16503,1550
7/27/2014,ALTE.ALTE,13,37.42,0.47,1.37,36.13,North,16960,16674,1400
7/27/2014,ALTE.ALTE,14,39.07,-0.26,1.05,31.01,North,17117,16723,1400
7/27/2014,ALTE.ALTE,15,38.81,-1.84,1.07,31.62,North,17227,16781,1400
7/27/2014,ALTE.ALTE,16,39.87,-2.31,1.11,34.81,North,17417,16852,1400
7/27/2014,ALTE.ALTE,17,40.52,-1.35,1.12,28.14,North,17650,17075,1400
7/27/2014,ALTE.ALTE,18,38.32,-0.44,1.04,24.78,North,17806,17203,1400
7/27/2014,ALTE.ALTE,19,36.39,-0.14,1.38,26.43,North,17681,17079,1400
7/27/2014,ALTE.ALTE,20,33.26,1.04,1.06,27.59,North,17404,16773,1400
7/27/2014,ALTE.ALTE,21,33.02,0.64,1.06,27.76,North,17017,16544,1400
7/27/2014,ALTE.ALTE,22,30.88,0.85,0.87,27.66,North,16914,16540,1400
7/27/2014,ALTE.ALTE,23,28.02,1.69,0.89,24.15,North,15966,15602,1370
7/27/2014,ALTE.ALTE,24,26.57,1.61,0.73,23.4,North,14845,14558,1370
7/28/2014,ALTE.ALTE,1,25.4,2.09,0.52,21.88,North,13770,13812,1480
7/28/2014,ALTE.ALTE,2,24.13,2.2,0.53,22.5,North,13198,13354,1480
7/28/2014,ALTE.ALTE,3,23.3,2.19,0.51,22.59,North,12876,13106,1480
7/28/2014,ALTE.ALTE,4,23.37,2.6,0.71,21.53,North,12790,12975,1480
7/28/2014,ALTE.ALTE,5,24.86,2.97,0.91,23.39,North,13007,13282,1480
7/28/2014,ALTE.ALTE,6,26.61,2.26,1.15,25.09,North,13703,14099,1480
7/28/2014,ALTE.ALTE,7,28.51,1.49,1.4,26.85,North,14703,15193,1650
7/28/2014,ALTE.ALTE,8,30.01,1.29,0.82,29.93,North,15940,16372,1650
7/28/2014,ALTE.ALTE,9,30.33,-0.14,0.55,30.91,North,16804,17078,1670
7/28/2014,ALTE.ALTE,10,32.44,-0.17,0.73,30.54,North,17441,17630,1670
7/28/2014,ALTE.ALTE,11,33.63,-0.14,0.71,34.31,North,18020,18143,1670
7/28/2014,ALTE.ALTE,12,33.81,-0.22,-0.66,37.81,North,18415,18650,1670
7/28/2014,ALTE.ALTE,13,36.4,-0.52,0.35,38.78,North,18682,18824,1600
7/28/2014,ALTE.ALTE,14,37.86,-0.8,0.07,32.4,North,18960,18978,1600
7/28/2014,ALTE.ALTE,15,39.85,-0.87,0.07,33.87,North,19087,19171,1430
7/28/2014,ALTE.ALTE,16,41.15,-1.35,0.33,32.49,North,19175,19206,1430
7/28/2014,ALTE.ALTE,17,39.77,-1.16,0.08,32.46,North,19238,19172,1410
7/28/2014,ALTE.ALTE,18,36.79,-0.79,0.36,31.35,North,19170,19054,1390
7/28/2014,ALTE.ALTE,19,32.41,-0.58,-0.64,30.83,North,18875,18775,1390
7/28/2014,ALTE.ALTE,20,30.59,-0.48,-0.76,29.81,North,18450,18311,1390
7/28/2014,ALTE.ALTE,21,31.25,-0.12,-0.76,29.52,North,18052,17984,1390
7/28/2014,ALTE.ALTE,22,30.82,-0.03,0.85,27.38,North,17780,17832,1390
7/28/2014,ALTE.ALTE,23,27.59,0.31,1.04,26.05,North,16602,16669,1390
7/28/2014,ALTE.ALTE,24,26.49,1.45,0.07,23.96,North,15256,15350,1390
7/29/2014,ALTE.ALTE,1,24.84,0.69,0.46,22.35,North,14446,14388,1410
7/29/2014,ALTE.ALTE,2,23.62,0.83,0.64,20.1,North,13765,13706,1400
7/29/2014,ALTE.ALTE,3,21.8,0.36,0.19,19.41,North,13367,13330,1400
7/29/2014,ALTE.ALTE,4,21.33,0.02,0.6,18.75,North,13194,13152,1400
7/29/2014,ALTE.ALTE,5,22.72,0.46,0.62,22.15,North,13357,13349,1400
7/29/2014,ALTE.ALTE,6,23.7,0.45,0.43,23.81,North,14086,14082,1400
7/29/2014,ALTE.ALTE,7,26.44,0.76,0.28,25.48,North,15215,15029,1400
7/29/2014,ALTE.ALTE,8,30.37,-0.35,1.64,27.59,North,16403,16288,1430
7/29/2014,ALTE.ALTE,9,29.74,-0.46,0.14,29.47,North,17204,17193,1510
7/29/2014,ALTE.ALTE,10,30.56,-0.57,-0.07,29.72,North,17799,17874,1510
7/29/2014,ALTE.ALTE,11,33.99,-0.8,0.8,32.84,North,18401,18569,1510
7/29/2014,ALTE.ALTE,12,35.96,-0.93,0.92,34.11,North,18824,19049,1480
7/29/2014,ALTE.ALTE,13,34.5,-1.01,-0.69,33.95,North,19104,19312,1480
7/29/2014,ALTE.ALTE,14,36.4,-1.12,0.33,32.57,North,19446,19695,1430
7/29/2014,ALTE.ALTE,15,36.93,-1.16,0.01,36.03,North,19645,19814,1430
7/29/2014,ALTE.ALTE,16,38.18,-1.12,0.29,34.9,North,19783,19903,1430
7/29/2014,ALTE.ALTE,17,38.53,-0.92,0,37.63,North,19857,19909,1350
7/29/2014,ALTE.ALTE,18,36.01,-1.01,0.34,32.89,North,19733,19846,1350
7/29/2014,ALTE.ALTE,19,33,-0.84,-0.82,31.56,North,19376,19502,1350
7/29/2014,ALTE.ALTE,20,31.26,-0.87,-0.78,29.17,North,18908,18972,1350
7/29/2014,ALTE.ALTE,21,33,-0.78,0.57,32.26,North,18501,18613,1350
7/29/2014,ALTE.ALTE,22,29.78,-0.5,-0.21,28.16,North,18214,18410,1350
